host_protein	abbreviated_data_source	is_experimental	data_source	acquisition_method	prioritized_for_pathway_analysis	do_ppi_expansion	source_specific_score	source_specific_score_type	activation	activation_type	metadata
RPSA	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
CDH1	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
STT3A	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
UBL5	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
PCBD1	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
GPR64	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
ADGRG2	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
ETFB	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
HSPE1	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
UBE2C	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
PDIA4	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
TECR	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
CTNNBL1	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
CIRBP	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
NDUFB3	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
CAT	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
ZSCAN4	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
TMCO1	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
TOMM34	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
GHITM	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
TPD52L1	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
SKP1	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
NELFCD	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
TH1L	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
INSL4	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
SEPW1	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
SELENOW	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
NUP35	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
RALYL	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
GNPDA1	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
SDHB	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
USP9X	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
SLIRP	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
MRPL47	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
RALY	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
RRBP1	hostprot_nat	True	Derived by Tudor I. Oprea, MD, PhD from the work of Drug targets from Nature paper (Bojkova et al., DOI: 10.1038/s41586-020-2332-7), Supplementary Table 1: https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2332-7/MediaObjects/41586_2020_2332_MOESM2_ESM.xlsx	Shared by TIO	False	True	na	na	down	quantity change	na
ACE2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
SMARCA4	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
DYRK1A	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
KDM6A	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
DPF2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
JMJD6	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
UBXN7	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
RAD54L2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
ARID1A	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
HMGB1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
TRAF3	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
SERTAD4	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
PHIP	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
SMAD4	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:RUNX3 regulates CDKN1A transcription;role:resistance_pro_viral
SH3YL1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
LDB1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
CTSL	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:cystatin and endolysosome lumen;role:resistance_pro_viral
CREBBP	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
SMARCE1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
SMAD3	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:RUNX3 regulates CDKN1A transcription;role:resistance_pro_viral
OSBPL8	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:3d by feature importance FigS4;role:resistance_pro_viral
SPTY2D1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
RYBP	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
SMARCB1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
SMARCC1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
KMT2D	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
PCBD1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
SIAH1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
TMX3	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
ACVR1B	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
PHF6	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:resistance_pro_viral
SMARCCA4	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
SMARCD2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
SMARCD1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
ARID1B	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
ACTL6A	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
SMARCC2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:SWI/SNF complex;role:resistance_pro_viral
TGFB1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:RUNX3 regulates CDKN1A transcription;role:resistance_pro_viral
RUNX3	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:RUNX3 regulates CDKN1A transcription;role:resistance_pro_viral
ZFHX3	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:RUNX3 regulates CDKN1A transcription;role:resistance_pro_viral
CDKN1A	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:RUNX3 regulates CDKN1A transcription;role:resistance_pro_viral
TP53	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:RUNX3 regulates CDKN1A transcription;role:resistance_pro_viral
GZF1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:cystatin and endolysosome lumen;role:resistance_pro_viral
CST6	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:cystatin and endolysosome lumen;role:resistance_pro_viral
SERPINB13	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:cystatin and endolysosome lumen;role:resistance_pro_viral
CSTB	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:cystatin and endolysosome lumen;role:resistance_pro_viral
CSTV	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:cystatin and endolysosome lumen;role:resistance_pro_viral
KCNG4	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:cystatin and endolysosome lumen;role:resistance_pro_viral
CSTA	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:cystatin and endolysosome lumen;role:resistance_pro_viral
EIF3D	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:viral translation;role:resistance_pro_viral
EIF3A	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:viral translation;role:resistance_pro_viral
EIF3B	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:viral translation;role:resistance_pro_viral
EIF2D	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:viral translation;role:resistance_pro_viral
HIRA	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
CABIN1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
TRIP12	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:ASF1A ;role:sensitization_anti-viral
BPTF	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:NURF complex;role:sensitization_anti-viral
NONO	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
NDOR1	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
TIMM10	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
EMSY	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
ZNF250	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
ZMYM2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
XRCC3	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
SMARCA5	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:NURF complex;role:sensitization_anti-viral
ADAT2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
SMG5	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
TAF13	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
KMD1A	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
MED16	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
KAT14	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
PIAS2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:;role:sensitization_anti-viral
GTF2H2	hostprot_crispr	True	Wei et al., bioRxiv, 2020, https://doi.org/10.1101/2020.06.16.155101	Extracted by TIO	False	True	na	na	na	na	notes:TFIIH holo complex;role:sensitization_anti-viral
