uniprot	gene
Q4LE39	ARID4B
O15069	NACAD
O60602	TLR5
P51689	ARSD
P05113	IL5
A6NF89	OR6C6
Q14210	LY6D
P14920	DAO
Q9H741	SPRING
P20062	TCN2
O94921	CDK14
P29033	GJB2
Q8IWU5	SULF2
Q96T25	ZIC5
Q96MD2	C12orf66
Q8NH63	OR51H1
P04275	VWF
Q8N5D6	GBGT1
Q96PG2	MS4A10
Q8N9U0	TC2N
P04035	HMGCR
P07203	GPX1
Q96MI6	PPM1M
Q8IZD0	SAMD14
O95967	EFEMP2
P78537	BLOC1S1
P98187	CYP4F8
O75787	ATP6AP2
Q6NT52	CGB2
O14910	LIN7A
Q2M2H8	MGAM2
P05108	CYP11A1
Q9NWB1	RBFOX1
Q9H2G4	TSPYL2
Q8WWN9	IPCEF1
Q8IZ07	ANKRD13A
P51572	BCAP31
Q8NI29	FBXO27
Q5VWM4	PRAMEF8
L0R8F8	MIEF1
Q2VWA4	SKOR2
P0C617	OR5AL1
O75940	SMNDC1
Q86VQ1	GLCCI1
Q9HD45	TM9SF3
Q9Y2V7	COG6
Q8NCS4	TMEM35B
Q9UJU5	FOXD3
Q6P9G9	ZNF449
P14415	ATP1B2
Q9NVM1	EVA1B
P78552	IL13RA1
P13584	CYP4B1
Q9UJ70	NAGK
Q9BT76	UPK3B
Q13286	CLN3
Q9H306	MMP27
O43895	XPNPEP2
P01160	NPPA
K7EJ46	SMIM22
Q9BXM7	PINK1
P09466	PAEP
Q92759	GTF2H4
Q99704	DOK1
P31260	HOXA10
Q9NZL4	HSPBP1
A6NHJ4	ZNF860
Q9NXR5	ANKRD10
O94817	ATG12
A2RUB6	CCDC66
Q92847	GHSR
P57775	FBXW4
Q8WVT3	TRAPPC12
Q9UMX0	UBQLN1
P26012	ITGB8
P26022	PTX3
Q9GZZ7	GFRA4
P35222	CTNNB1
Q96HM7	PCED1B
P32322	PYCR1
Q9NWC5	TMEM45A
P13984	GTF2F2
P57740	NUP107
Q9H6D7	HAUS4
Q17R55	FAM187B
Q9NRJ7	PCDHB16
Q6P5Z2	PKN3
Q9HB55	CYP3A43
O60759	CYTIP
O60502	OGA
Q92839	HAS1
Q14CW9	ATXN7L3
Q9H3V2	MS4A5
Q8TEZ7	PAQR8
Q8TBZ3	WDR20
Q5TGU0	TSPO2
Q8TBC4	UBA3
P01718	IGLV3-27
Q0ZGT2	NEXN
Q99624	SLC38A3
Q96MC5	BMERB1
Q9BYJ0	FGFBP2
O43155	FLRT2
Q5U4P2	ASPHD1
O00175	CCL24
Q08881	ITK
Q8TF76	HASPIN
Q3LI66	KRTAP6-2
Q8IV20	LACC1
Q9UM54	MYO6
Q5VT03	NUTM2D
Q96HA1	POM121
O14639	ABLIM1
Q5U651	RASIP1
Q8N9X3	LINC01356
O94955	RHOBTB3
P18621	RPL17
P28332	ADH6
A4GXA9	EME2
Q9UKE5	TNIK
Q6PCT2	FBXL19
P57678	GEMIN4
Q8NGS7	OR13C8
Q9BYW3	DEFB126
Q9BWH2	FUNDC2
P11233	RALA
P62502	LCN6
Q7RTT3	SSX9P
Q8IYB8	SUPV3L1
Q96MH6	TMEM68
Q86WQ0	NR2C2AP
Q96N22	ZNF681
Q8NGE8	OR4D9
Q9H246	C1orf21
Q6ZVS7	FAM183BP
Q96RK1	CITED4
Q7Z2G1	H2BW1
Q9HCM4	EPB41L5
Q8IUH5	ZDHHC17
Q8WUM0	NUP133
Q9H1R2	DUSP15
P78352	DLG4
P30466	HLA-B
Q9H825	METTL8
Q9Y5H7	PCDHA5
Q86XW9	NME9
Q9NYW8	RBAK
Q96JW4	SLC41A2
Q9BUH6	PAXX
A2RRP1	NBAS
Q9UIL8	PHF11
A6NMT0	DBX1
Q13519	PNOC
Q9BQE3	TUBA1C
Q96IK0	TMEM101
Q9HBT7	ZNF287
P15863	PAX1
Q00005	PPP2R2B
Q9UJT2	TSKS
O75426	FBXO24
P08727	KRT19
Q86TX2	ACOT1
P0C626	OR5G3
Q9P2L0	WDR35
Q96N77	ZNF641
Q8N8A2	ANKRD44
Q7Z3K6	MIER3
O75899	GABBR2
O14656	TOR1A
P29074	PTPN4
O76100	OR7A10
O75603	GCM2
D6RF30	GOLGA8K
Q92560	BAP1
Q96JK4	HHIPL1
Q13428	TCOF1
A4D1F6	LRRD1
P04211	IGLV7-43
Q0JRZ9	FCHO2
P61960	UFM1
P50747	HLCS
Q9NRN5	OLFML3
Q8NGS9	OR13C2
Q5FWF4	ZRANB3
Q8NGZ6	OR6F1
Q8N6Y1	PCDH20
Q8N139	ABCA6
Q8WZ60	KLHL6
Q96P11	NSUN5
E7EU14	PPP5D1
Q9H0C3	TMEM117
Q13620	CUL4B
A4FU01	MTMR11
Q9H867	VCPKMT
Q8IYW5	RNF168
Q9NUT2	ABCB8
P35609	ACTN2
Q9ULV1	FZD4
P52948	NUP98
Q5T870	PRR9
P35250	RFC2
Q13156	RPA4
Q9H0L4	CSTF2T
Q16134	ETFDH
Q6ZMI3	GLDN
Q8N5M1	ATPAF2
Q9Y606	PUS1
Q9BZR9	TRIM8
Q5BJH7	YIF1B
Q9NQ89	C12orf4
Q6L8H2	KRTAP5-3
Q9UKT8	FBXW2
Q86UT6	NLRX1
P04438	IGHV2-70
Q9UHJ6	SHPK
O15335	CHAD
Q12770	SCAP
Q9HDC9	APMAP
Q8TCN5	ZNF507
P0C604	OR4A8
P50570	DNM2
P15313	ATP6V1B1
Q658N2	WSCD1
Q6ZN55	ZNF574
Q96A46	SLC25A28
Q96QF7	GCNA
Q5BKY9	FAM133B
Q9UQB3	CTNND2
A0A1B0GTU2	CTXND1
Q8NGG0	OR8J3
Q96AB3	ISOC2
Q56P42	PYDC2
Q9UM44	HHLA2
Q96R47	OR2A14
Q8NDN9	RCBTB1
Q8IYB4	PEX5L
Q8N7X0	ADGB
Q6P050	FBXL22
P19961	AMY2B
Q86UQ4	ABCA13
Q8N2K0	ABHD12
Q9NPE3	NOP10
Q05932	FPGS
P36915	GNL1
Q96PG1	MS4A4E
Q9Y6N3	CLCA3P
Q8NGL1	OR5D18
Q96HD9	ACY3
P61952	GNG11
Q6PFW1	PPIP5K1
Q5TFQ8	SIRPB1
P50995	ANXA11
Q96BY7	ATG2B
Q6BDS2	UHRF1BP1
Q3LHN2	KRTAP19-2
Q96K58	ZNF668
O14917	PCDH17
Q9BYV8	CEP41
O14893	GEMIN2
Q9Y5W8	SNX13
O14633	LCE2B
Q52LD8	RFTN2
Q5JRK9	PAGE2B
Q8TDR2	STK35
Q99436	PSMB7
Q9BUK6	MSTO1
O43286	B4GALT5
O75807	PPP1R15A
O95785	WIZ
P48553	TRAPPC10
Q6ICC9	RTL6
Q6URK8	TEPP
Q86TB9	PATL1
Q99626	CDX2
Q9NQS7	INCENP
Q6ZUM4	ARHGAP27
Q9H3R1	NDST4
Q9NRY7	PLSCR2
Q8N9X5	TMEM75
P38405	GNAL
Q9BYV2	TRIM54
Q01081	U2AF1
Q14802	FXYD3
O60547	GMDS
A4D2P6	GRID2IP
Q5TGJ6	HDGFL1
P61011	SRP54
Q6ZR62	RTL4
P49662	CASP4
Q7Z5L7	PODN
P32856	STX2
O15050	TRANK1
Q8WZ64	ARAP2
Q5TC12	ATPAF1
Q9NZZ3	CHMP5
P58173	OR2B6
Q8N967	LRTM2
O75912	DGKI
Q08999	RBL2
P0DPB5	POLR1D
Q92990	GLMN
P57773	GJA9
O94885	SASH1
Q8IW40	CCDC103
P01033	TIMP1
Q8IUX8	EGFL6
A0A1B0GW64	SMIM33
P05496	ATP5MC1
Q8IXL6	FAM20C
P46663	BDKRB1
Q7Z7F7	MRPL55
Q8N7R7	CCNYL1
Q14667	KIAA0100
Q9BU61	NDUFAF3
A6NNH0	CASTOR2
Q6ZMV9	KIF6
Q6PL24	TMED8
Q8TBK6	ZCCHC10
Q8WXF7	ATL1
O15229	KMO
P55773	CCL23
P51397	DAP
Q53EQ6	TIGD5
Q9BVS4	RIOK2
Q6RFH8	DUX4L9
P01374	LTA
Q96A83	COL26A1
Q9HA92	RSAD1
P61565	ERVK-21
Q9HCP6	HHATL
O14756	HSD17B6
P35368	ADRA1B
P00352	ALDH1A1
Q02078	MEF2A
Q53F19	NCBP3
Q14562	DHX8
P13569	CFTR
P18428	LBP
Q8NGJ4	OR52E2
Q8IZQ8	MYOCD
O60603	TLR2
Q86X27	RALGPS2
Q70SY1	CREB3L2
O14524	NEMP1
P09211	GSTP1
Q9NPH6	OBP2B
Q9BXL5	HEMGN
Q5JU69	TOR2A
Q9NW64	RBM22
Q5SXH7	PLEKHS1
Q9UEG4	ZNF629
Q13166	CATR1
Q16206	ENOX2
Q96M94	KLHL15
Q96AC6	KIFC2
Q9BYB0	SHANK3
Q92558	WASF1
Q8NGX5	OR10K1
Q8N7P3	CLDN22
Q9C098	DCLK3
O00299	CLIC1
A8K010	LINC00473
Q96DZ9	CMTM5
Q6ZUB1	SPATA31E1
P58170	OR1D5
Q86TJ2	TADA2B
O95153	TSPOAP1
Q19AV6	ZSWIM7
Q8N7C7	RNF148
Q8TF27	AGAP11
Q14152	EIF3A
Q9BS18	ANAPC13
A6NFQ2	TCAF2
O95150	TNFSF15
Q9P000	COMMD9
Q16270	IGFBP7
Q49AJ0	FAM135B
Q8NHY5	HUS1B
Q05586	GRIN1
P09001	MRPL3
P62191	PSMC1
A0A0A0MS15	IGHV3-49
Q99614	TTC1
O76099	OR7C1
Q9Y6Z5	AFDN-DT
P30685	HLA-B
P43630	KIR3DL2
P13760	HLA-DRB1
O43736	ITM2A
Q8N1L1	LINC00528
Q8NH57	OR52P1P
A0A0K0K1G8	TRBV10-2
Q9Y2T7	YBX2
Q5T4T1	TMEM170B
Q96EM0	L3HYPDH
Q9Y5M6	OCLM
Q8N8D9	IRF1-AS1
Q9Y5E4	PCDHB5
Q96LD8	SENP8
P48764	SLC9A3
P14373	TRIM27
Q16514	TAF12
Q9NRW7	VPS45
Q53R41	FASTKD1
Q6XCG6	PP632
P0DML3	CSH2
P21941	MATN1
Q99640	PKMYT1
Q9BYD3	MRPL4
Q15661	TPSAB1
Q0VD83	APOBR
P42704	LRPPRC
Q93100	PHKB
Q86V40	TRABD2A
Q16875	PFKFB3
Q13761	RUNX3
Q8WWQ8	STAB2
Q075Z2	BSPH1
Q52M93	ZNF585B
Q13409	DYNC1I2
P51153	RAB13
Q9Y4B5	MTCL1
Q96NT0	CCDC115
O95025	SEMA3D
Q8WTS1	ABHD5
Q9NWY4	HPF1
Q9BW11	MXD3
Q02156	PRKCE
B6SEH9	ERVV-2
P52758	RIDA
Q9NW15	ANO10
P08118	MSMB
P55273	CDKN2D
Q5VWQ0	RSBN1
Q9H930	SP140L
P30493	HLA-B
P19087	GNAT2
Q5T5X7	BEND3
Q5SXM1	ZNF678
Q9BQ31	KCNS3
Q9UN81	L1RE1
P20160	AZU1
Q8NBS9	TXNDC5
Q8TEV8	SMCR5
Q96MV8	ZDHHC15
Q86SI9	C5orf38
Q9NY57	STK32B
O95602	POLR1A
Q8N111	CEND1
P0DJ07	PET100
Q0VAF6	SYCN
Q14526	HIC1
P02778	CXCL10
Q15742	NAB2
O43731	KDELR3
Q58HT5	AWAT1
Q99424	ACOX2
Q9Y463	DYRK1B
Q8TAA1	RNASE11
Q8IZ20	ZNF683
P01707	IGLV2-11
P26572	MGAT1
Q6IPR1	ETFRF1
Q9UL03	INTS6
Q9ULG3	CFAP92
Q86U28	ISCA2
O15259	NPHP1
O00458	IFRD1
O14529	CUX2
Q68DE3	USF3
Q13557	CAMK2D
P19525	EIF2AK2
Q99795	GPA33
P23743	DGKA
Q2WGN9	GAB4
A0A075B6I9	IGLV7-46
Q16787	LAMA3
Q9C0B9	ZCCHC2
O60682	MSC
F5GYI3	UBAP1L
Q9ULC8	ZDHHC8
Q13277	STX3
P0DPF4	TRAV35
Q2TAA8	TSNAXIP1
P57055	RIPPLY3
Q6NZ36	FAAP20
Q86SG2	ANKRD23
Q32M88	PGGHG
P50120	RBP2
A0A0C4DH59	TRBV5-4
Q96B67	ARRDC3
Q8NEG5	ZSWIM2
Q12926	ELAVL2
Q92574	TSC1
O95498	VNN2
P27037	ACVR2A
Q8N9V6	ANKRD53
O60477	BRINP1
Q9Y2S0	POLR1D
Q9UNN8	PROCR
A6NDN3	GOLGA6B
Q6PCD5	RFWD3
Q92896	GLG1
O43474	KLF4
P55957	BID
P59910	DNAJB13
P14923	JUP
O00148	DDX39A
Q8IUC0	KRTAP13-1
O75116	ROCK2
P05177	CYP1A2
P21964	COMT
Q05D60	DEUP1
P60002	ELOF1
Q9NVF7	FBXO28
A2VCK2	DCDC2B
Q14050	COL9A3
Q8NEZ5	FBXO22
Q8NBP5	MFSD9
Q9UL68	MYT1L
Q9H7X0	NAA60
Q9Y4G6	TLN2
Q8WWB7	GLMP
Q96PV6	LENG8
Q9Y5E9	PCDHB14
O14595	CTDSP2
Q15818	NPTX1
Q9H6U6	BCAS3
P43632	KIR2DS4
Q9H0E3	SAP130
Q96RJ0	TAAR1
Q5H9I0	TFDP3
Q00597	FANCC
Q14207	NPAT
Q8WZA0	LZIC
Q14160	SCRIB
P37059	HSD17B2
Q5GH77	XKR3
Q16620	NTRK2
Q06546	GABPA
Q9NYZ4	SIGLEC8
O14978	ZNF263
Q8TE99	PXYLP1
Q9H7T3	C10orf95
P35221	CTNNA1
Q8WUD4	CCDC12
P55822	SH3BGR
Q9HA38	ZMAT3
Q8NEV4	MYO3A
Q9HCX4	TRPC7
Q14457	BECN1
Q7Z3U7	MON2
P23327	HRC
Q9NV66	TYW1
Q9H6T3	RPAP3
Q8NGC5	OR6J1
P19793	RXRA
Q15323	KRT31
Q8WXK1	ASB15
O95238	SPDEF
Q86SS6	SYT9
Q9Y6J3	SMAD5-AS1
Q9UNQ0	ABCG2
Q96A22	C11orf52
Q15417	CNN3
Q71SY5	MED25
P01258	CALCA
Q9Y2Q3	GSTK1
P16333	NCK1
Q9NSD9	FARSB
Q8WWP7	GIMAP1
Q5VSY0	GKAP1
O60393	NOBOX
Q02388	COL7A1
P0C7Q2	ARMS2
P07948	LYN
Q9Y5F7	PCDHGC4
P04090	RLN2
Q9BQ75	CMSS1
P82921	MRPS21
P56470	LGALS4
Q01831	XPC
P12955	PEPD
P09683	SCT
O95487	SEC24B
Q12947	FOXF2
O15394	NCAM2
Q9NYK1	TLR7
Q86VI4	LAPTM4B
Q8TF50	ZNF526
Q9Y2R2	PTPN22
Q2QL34	MPV17L
Q99497	PARK7
Q96I15	SCLY
Q8IZC7	ZNF101
Q9ULG6	CCPG1
Q96AW1	VOPP1
Q13123	IK
Q8TD94	KLF14
Q5SWW7	C10orf55
P62256	UBE2H
Q96GX2	ATXN7L3B
A6NFZ4	FAM24A
P30508	HLA-C
Q2M5E4	RGS21
Q9NV23	OLAH
P12235	SLC25A4
Q8WZ71	TMEM158
Q9HD64	XAGE1A
Q9HD64	XAGE1B
Q92685	ALG3
P14222	PRF1
Q9UBW7	ZMYM2
Q6IQ21	ZNF770
Q9Y4Z2	NEUROG3
P02810	PRH1
P02810	PRH2
A6NGS2	ERICH4
Q2M2E3	ODF4
P41223	BUD31
Q9P270	SLAIN2
P36578	RPL4
P29692	EEF1D
Q9BTA0	FAM167B
P07864	LDHC
Q92604	LPGAT1
Q96AM1	MRGPRF
Q8N8G6	C15orf54
Q96RN1	SLC26A8
P42658	DPP6
Q9NUS5	AP5S1
P00338	LDHA
O95674	CDS2
Q9H3U5	MFSD1
Q8NGX8	OR6Y1
Q2M3X9	ZNF674
O15528	CYP27B1
P30954	OR10J1
Q9H410	DSN1
Q9UPQ0	LIMCH1
P84996	GNAS
Q9P2X8	LINC00474
Q8N684	CPSF7
P04062	GBA
Q92598	HSPH1
Q12769	NUP160
A2VEC9	SSPOP
P01814	IGHV2-70
Q92502	STARD8
Q9Y228	TRAF3IP3
O75604	USP2
Q9H6J7	C11orf49
Q9NR11	ZNF302
Q0VDG4	SCRN3
Q9Y6B7	AP4B1
Q96PP9	GBP4
Q969X6	UTP4
Q9NVL1	FAM86C1P
Q92830	KAT2A
Q7Z4L9	PPP1R42
P56962	STX17
Q16552	IL17A
P00748	F12
A0A0U1RRE5	NBDY
P49908	SELENOP
P28845	HSD11B1
Q96HQ2	CDKN2AIPNL
Q8N4S0	CCDC82
Q9UHI6	DDX20
P08922	ROS1
Q96JH7	VCPIP1
Q96IQ7	VSIG2
Q5QJ74	TBCEL
Q8NHJ6	LILRB4
Q9Y662	HS3ST3B1
P14625	HSP90B1
Q96M98	PACRG
P04808	RLN1
Q01968	OCRL
Q6ZUX7	LHFPL2
O95299	NDUFA10
P00439	PAH
Q5TC82	RC3H1
Q9NUL5	SHFL
Q9NZJ9	NUDT4
Q08ER8	ZNF543
O00451	GFRA2
Q9UKU0	ACSL6
Q8TDN7	ACER1
Q9Y580	RBM7
Q9HA65	TBC1D17
P0C1S8	WEE2
B7Z6K7	ZNF814
Q8IXB1	DNAJC10
E2RYF6	MUC22
Q92478	CLEC2B
Q8TCT9	HM13
Q8NA72	POC5
P26927	MST1
Q9H2S6	TNMD
Q9NW82	WDR70
Q6NW40	RGMB
Q9Y5R2	MMP24
O60909	B4GALT2
Q9NR99	MXRA5
Q9UJW7	ZNF229
Q92628	KIAA0232
Q9C0I3	CCSER1
Q8IYL9	GPR65
Q8WXK3	ASB13
Q9BYE7	PCGF6
P55017	SLC12A3
Q13370	PDE3B
P0DPF7	TRBV6-3
Q2T9J0	TYSND1
Q9BVK2	ALG8
Q7Z7M8	B3GNT8
C9J3V5	TEX22
P24386	CHM
Q9HC58	SLC24A3
A6NNL5	C15orf61
P36894	BMPR1A
A6NGG3	C9orf92
Q86SH2	ZAR1
Q96FB5	RRNAD1
Q9BYE0	HES7
O95980	RECK
Q9NTN9	SEMA4G
Q9Y5N5	N6AMT1
Q7KZF4	SND1
Q9H320	VCX
Q9HD87	C6orf50
Q96LL9	DNAJC30
A6NDG6	PGP
O14817	TSPAN4
Q9H270	VPS11
Q6DKJ4	NXN
P51826	AFF3
Q9NQC8	IFT46
Q9UPS6	SETD1B
O95907	SLC16A8
Q7Z5K2	WAPL
Q9C0C7	AMBRA1
Q9P2K3	RCOR3
A8MTL9	HMSD
Q8NFJ8	BHLHE22
Q6PI77	BHLHB9
Q8NF64	ZMIZ2
A6NN90	C2orf81
Q9P2X3	IMPACT
Q15053	KIAA0040
Q8TF01	PNISR
Q9UQ80	PA2G4
Q9BRP4	PAAF1
Q7Z5L0	VMO1
P78417	GSTO1
O60344	ECE2
O60344	EEF1AKMT4
O60344	EEF1AKMT4-ECE2
Q9H0K6	PUS7L
Q9Y666	SLC12A7
O60518	RANBP6
P17252	PRKCA
Q96BM9	ARL8A
O00757	FBP2
Q9Y4P3	TBL2
Q96PN6	ADCY10
Q9NZH7	IL36B
Q6P5W5	SLC39A4
Q12772	SREBF2
Q8WVC6	DCAKD
Q9BYV1	AGXT2
Q6IPM2	IQCE
Q8TBQ9	TMEM167A
Q9HAH1	ZNF556
Q5JTH9	RRP12
Q6T4P5	PLPPR3
Q96LA8	PRMT6
Q00325	SLC25A3
Q08211	DHX9
A6NFD8	HELT
P04839	CYBB
Q6N075	MFSD5
Q9H165	BCL11A
P0C7V6	SUPT20HL2
P12643	BMP2
O75712	GJB3
Q9BUJ2	HNRNPUL1
Q8IYA8	IHO1
O43824	GTPBP6
Q9NUD9	PIGV
Q9UMY1	NOL7
B2RV13	CFAP97D1
Q9H668	STN1
Q92608	DOCK2
O75907	DGAT1
Q86UN6	AKAP14
Q3YBR2	TBRG1
O95452	GJB6
Q5TGP6	MROH9
Q9P2D6	FAM135A
Q9NT99	LRRC4B
Q7Z4L5	TTC21B
C9JCN9	HSBP1L1
Q5JQS5	OR2B11
Q16829	DUSP7
Q9UHM6	OPN4
Q96IR2	ZNF845
Q96MU5	C17orf77
Q9BY14	TEX101
O75800	ZMYND10
Q9C0J1	B3GNT4
Q86WJ1	CHD1L
Q92887	ABCC2
O43193	MLNR
Q01970	PLCB3
P49589	CARS1
Q9H2C1	LHX5
Q6ZMU5	TRIM72
A2RUQ5	C17orf102
Q8N138	ORMDL3
Q9H972	C14orf93
Q9H1N7	SLC35B3
Q86TV6	TTC7B
Q8TEV9	SMCR8
Q6DWJ6	GPR139
Q96N58	ZNF578
Q8WYA6	CTNNBL1
O14841	OPLAH
O60304	ZNF500
Q99986	VRK1
P17342	NPR3
P47929	LGALS7
P47929	LGALS7B
Q8NEX9	SDR9C7
O75369	FLNB
Q96L93	KIF16B
Q9Y5E2	PCDHB7
Q15047	SETDB1
O75391	SPAG7
Q9Y5R8	TRAPPC1
P43364	MAGEA11
Q7Z2F6	ZNF720
A6NE21	FAM90A18P
A6NE21	FAM90A19P
Q86T23	CROCCP2
P28221	HTR1D
Q9NVD7	PARVA
Q9H1P6	C20orf85
Q4G0W2	DUSP28
P04629	NTRK1
Q14767	LTBP2
Q92541	RTF1
Q9ULE3	DENND2A
Q9H840	GEMIN7
O15553	MEFV
Q9ULK4	MED23
Q9NRR4	DROSHA
Q96B54	ZNF428
Q8WVV9	HNRNPLL
Q6UWQ7	IGFL2
O60383	GDF9
A6NCN2	KRT87P
O60706	ABCC9
Q00056	HOXA4
A8MZF0	PRR33
Q70JA7	CHSY3
Q05195	MXD1
P55008	AIF1
Q12864	CDH17
P01584	IL1B
Q17RR3	PNLIPRP3
Q8IWR0	ZC3H7A
Q5VTE6	ANGEL2
A4D126	CRPPA
P03886	MT-ND1
P34925	RYK
P60413	KRTAP10-12
P59817	ZNF280A
Q9UMF0	ICAM5
P25106	ACKR3
Q9Y6M9	NDUFB9
P62070	RRAS2
Q96KT7	SLC35G5
Q12968	NFATC3
Q8NGT9	OR2A1
Q8NGT9	OR2A42
Q6GQQ9	OTUD7B
P55268	LAMB2
Q6U7Q0	ZNF322
P17181	IFNAR1
E9PIF3	NPIPA2
P35626	GRK3
O15457	MSH4
Q9Y320	TMX2
P39210	MPV17
Q5VT98	PRAMEF20
Q9BXC9	BBS2
Q14114	LRP8
A4FU28	CTAGE9
Q96KR7	PHACTR3
Q6AZY7	SCARA3
Q9H6S3	EPS8L2
O75900	MMP23B
Q9NUV7	SPTLC3
Q92752	TNR
Q86X95	CIR1
A6NC78	GOLGA8IP
Q9UJA5	TRMT6
O95229	ZWINT
Q9UBX8	B4GALT6
O43505	B4GAT1
Q8N954	GPATCH11
O75951	LYZL6
Q9BQ69	MACROD1
Q6NTE8	MRNIP
P03897	MT-ND3
Q9BY31	ZNF717
Q9P2B2	PTGFRN
Q86YC2	PALB2
P82933	MRPS9
O00329	PIK3CD
A6NKW6	SHISAL2B
P17024	ZNF20
A0A0A6YYL3	POTEB
P40337	VHL
O60303	KATNIP
O15212	PFDN6
A6NCW0	USP17L3
Q9UBG3	CRNN
Q9NPC7	MYNN
B1ANY3	FAM220BP
Q9Y5F2	PCDHB11
O43526	KCNQ2
Q99541	PLIN2
Q6EMK4	VASN
Q96GL9	FAM163A
A6NNA2	SRRM3
Q8WUM9	SLC20A1
Q96RC9	OR8B4
P05156	CFI
O15320	MIA2
P41212	ETV6
O43903	GAS2
Q9Y2Y9	KLF13
Q9UBY0	SLC9A2
Q9H8N7	ZNF395
Q13562	NEUROD1
Q9Y262	EIF3L
Q9UGB7	MIOX
Q9H0A6	RNF32
Q9UJQ7	SCP2D1
P0DM63	NPIPA8
Q8N8J0	PI4KAP1
O60664	PLIN3
O75467	ZNF324
Q8NBQ5	HSD17B11
Q9HCI6	KIAA1586
P57087	JAM2
Q96S21	RAB40C
Q5GAN4	RNASE12
Q14592	ZNF460
Q5TBK1	N4BP2L1
P62633	CNBP
Q9Y6I8	PXMP4
Q86YN6	PPARGC1B
P05937	CALB1
Q8IZU8	DSEL
O76011	KRT34
Q7Z794	KRT77
P54277	PMS1
P51687	SUOX
Q9NSD5	SLC6A13
B1AKI9	ISM1
Q6W2J9	BCOR
Q96HU8	DIRAS2
P62380	TBPL1
Q8WYB5	KAT6B
Q93038	TNFRSF25
O00461	GOLIM4
Q9BRX2	PELO
P20674	COX5A
Q8N988	ZNF557
Q8N6L0	KASH5
Q96E52	OMA1
Q9BVC5	C2orf49
A0A0B4J2F2	SIK1B
Q8NFX7	STXBP6
Q5SRH9	TTC39A
Q8NDF8	TENT4B
Q9H875	PRKRIP1
Q9UBT3	DKK4
Q3LI72	KRTAP19-5
Q8NA82	MARCHF10
Q5VTT5	MYOM3
O60292	SIPA1L3
Q8N6M8	IQCF1
Q9H156	SLITRK2
Q9C0F1	CEP44
Q3MIN7	RGL3
Q9Y508	RNF114
Q08ET2	SIGLEC14
Q9BZ76	CNTNAP3
A4D0V7	CPED1
Q86TM6	SYVN1
O95989	NUDT3
Q9UJT1	TUBD1
Q9UN76	SLC6A14
Q96L58	B3GALT6
P62258	YWHAE
P39900	MMP12
Q5VXH4	PRAMEF6
Q6P2I7	EBLN2
Q6IF42	OR2A2
Q9BV35	SLC25A23
P60372	KRTAP10-4
Q30KQ2	DEFB130A
Q30KQ2	DEFB130B
Q8NGL0	OR5L2
P10163	PRB4
Q969M7	UBE2F
P57730	CARD18
Q6U736	OPN5
Q9UF12	PRODH2
A6NEN9	CXorf65
O14874	BCKDK
Q2M3G4	SHROOM1
Q86YT5	SLC13A5
A1L0T0	ILVBL
Q1W4C9	SPINK13
Q6IB77	GLYAT
A0A1B0GTZ2	CCDC196
Q8N386	LRRC25
Q12860	CNTN1
Q6EKJ0	GTF2IRD2B
Q9BWX5	GATA5
Q96L11	LLCFC1
Q8IUF8	RIOX2
Q9H0F6	SHARPIN
Q9NYJ8	TAB2
Q15057	ACAP2
Q9HCM9	TRIM39
P61158	ACTR3
Q96DF8	ESS2
O77932	DXO
Q9NYV9	TAS2R13
Q8TB52	FBXO30
Q9H611	PIF1
P82979	SARNP
Q01538	MYT1
Q14626	IL11RA
Q9ULZ2	STAP1
Q9NUV9	GIMAP4
Q96EP1	CHFR
A6NMD0	IFITM10
O00534	VWA5A
Q01415	GALK2
P05783	KRT18
P00491	PNP
Q16288	NTRK3
Q96LT4	SAMD8
O15234	CASC3
Q96P71	NECAB3
Q9H3S7	PTPN23
Q9BZX2	UCK2
Q96FK6	WDR89
Q9NY28	GALNT8
Q6UXB1	IGFL3
Q9UKJ1	PILRA
Q15617	OR8G1
Q9NQZ2	UTP3
Q96JA3	PLEKHA8
Q16548	BCL2A1
Q8TD10	MIPOL1
Q9BSG1	ZNF2
Q9UQ90	SPG7
Q14012	CAMK1
P51991	HNRNPA3
A6NI61	MYMK
Q8TCT7	SPPL2B
O14493	CLDN4
Q9UHQ9	CYB5R1
Q5TCZ1	SH3PXD2A
P81133	SIM1
P04632	CAPNS1
Q96DN0	ERP27
O60356	NUPR1
Q5JUR7	TEX30
Q9BZA7	PCDH11X
P52306	RAP1GDS1
Q6PKC3	TXNDC11
O60493	SNX3
Q8NBT3	TMEM145
Q9Y2Q1	ZNF257
Q6UB99	ANKRD11
O96009	NAPSA
P26045	PTPN3
Q96BW1	UPRT
O75356	ENTPD5
Q8IYW2	CFAP46
P38919	EIF4A3
Q9UJ72	ANXA10
Q9Y6F7	CDY2A
Q9Y6F7	CDY2B
Q6E0U4	DMKN
Q969V5	MUL1
Q92859	NEO1
Q8NG85	OR2L3
O15198	SMAD9
Q96Q40	CDK15
A6NFK2	GRXCR2
P49840	GSK3A
Q7Z745	MROH2B
Q6WKZ4	RAB11FIP1
Q3MIV0	KRTAP22-1
Q13465	MECOM
Q8IXJ6	SIRT2
P53708	ITGA8
Q16629	SRSF7
Q49AH0	CDNF
O15355	PPM1G
Q6IQ55	TTBK2
Q7L8W6	DPH6
Q9Y3Q7	ADAM18
P0CG21	NHLRC4
P05412	JUN
Q9BSB4	ATG101
Q8N434	SVOPL
